pig,segment_idx,true,prob_0,prob_1,prob_2
114-1838.wav,0,1,0.029049526900053024,0.9691582918167114,0.0017921710386872292
114-1838.wav,1,1,0.006239485926926136,0.9936649799346924,9.550305549055338e-05
114-1838.wav,2,1,0.09155728667974472,0.9083365797996521,0.00010610701428959146
114-1838.wav,3,1,0.028657743707299232,0.971236526966095,0.00010565368575043976
114-1838.wav,4,1,0.029629569500684738,0.9699903130531311,0.0003801183484029025
114-1838.wav,5,1,0.027384821325540543,0.971774697303772,0.0008405045373365283
114-1838.wav,6,1,0.03537379205226898,0.9634255766868591,0.0012006891192868352
114-1838.wav,7,1,0.152119979262352,0.8450088500976562,0.0028711864724755287
114-1838.wav,8,1,0.014316107146441936,0.9849259257316589,0.0007580146193504333
114-1838.wav,9,1,0.011189870536327362,0.9870797991752625,0.0017302860505878925
114-1838.wav,10,1,0.007294876966625452,0.9913593530654907,0.0013457722961902618
114-1838.wav,11,1,0.008688288740813732,0.9906718730926514,0.0006398255936801434
114-1838.wav,12,1,0.019159117713570595,0.9799581170082092,0.0008827662677504122
114-1838.wav,13,1,0.014762314967811108,0.984175980091095,0.0010617063380777836
114-1838.wav,14,1,0.009809665381908417,0.9891394972801208,0.0010508191771805286
114-1838.wav,15,1,0.009000481106340885,0.9906041026115417,0.00039543714956380427
114-1838.wav,16,1,0.04319525137543678,0.9553897976875305,0.0014149367343634367
114-1838.wav,17,1,0.07432728260755539,0.9230726361274719,0.0026001050136983395
114-1838.wav,18,1,0.06538893282413483,0.9328060150146484,0.0018050532089546323
114-1838.wav,19,1,0.02345908433198929,0.975178599357605,0.0013623349368572235
114-1838.wav,20,1,0.018592599779367447,0.9797371029853821,0.0016703257570043206
114-1838.wav,21,1,0.1508110761642456,0.8422468900680542,0.006942065432667732
114-1838.wav,22,1,0.1974860578775406,0.7992743253707886,0.0032395562157034874
114-1838.wav,23,1,0.1491907835006714,0.8421326279640198,0.00867658294737339
114-1838.wav,24,1,0.10007146745920181,0.8942537307739258,0.005674813874065876
114-1838.wav,25,1,0.08818420767784119,0.9102105498313904,0.0016052400460466743
114-1838.wav,26,1,0.055521219968795776,0.9424458742141724,0.0020329405087977648
114-1838.wav,27,1,0.042897459119558334,0.9552309513092041,0.0018716001650318503
114-1838.wav,28,1,0.025341251865029335,0.9727053642272949,0.0019534083548933268
114-1838.wav,29,1,0.025989830493927002,0.9722374677658081,0.0017726945225149393
114-1838.wav,30,1,0.09548616409301758,0.9010551571846008,0.003458663821220398
114-1838.wav,31,1,0.05471791326999664,0.9431678056716919,0.002114254282787442
114-1838.wav,32,1,0.06704854965209961,0.9303666353225708,0.002584796631708741
114-1838.wav,33,1,0.11102224141359329,0.887531042098999,0.0014467358123511076
114-1838.wav,34,1,0.11784801632165909,0.8791626691818237,0.0029892839957028627
114-1838.wav,35,1,0.11830498278141022,0.8774347901344299,0.004260282032191753
114-1838.wav,36,1,0.08338195830583572,0.9104308485984802,0.006187178194522858
114-1838.wav,37,1,0.07456065714359283,0.9205341935157776,0.004905125591903925
114-1838.wav,38,1,0.04522207751870155,0.9501886963844299,0.004589254967868328
114-1838.wav,39,1,0.04214628040790558,0.9545534253120422,0.003300267271697521
114-1838.wav,40,1,0.0548933707177639,0.9420207142829895,0.0030859005637466908
114-1838.wav,41,1,0.05979933217167854,0.9390290975570679,0.001171525102108717
114-1838.wav,42,1,0.04782087728381157,0.9507061243057251,0.001473011914640665
114-1838.wav,43,1,0.07109052687883377,0.9254032969474792,0.0035061677917838097
114-1838.wav,44,1,0.07541294395923615,0.9206172227859497,0.003969866316765547
114-1838.wav,45,1,0.1079883873462677,0.8883139491081238,0.0036976123228669167
114-1838.wav,46,1,0.14321081340312958,0.8537854552268982,0.0030037586111575365
114-1838.wav,47,1,0.07407918572425842,0.9239941239356995,0.0019267103634774685
114-1838.wav,48,1,0.0640130266547203,0.9336897134780884,0.0022973427549004555
114-1838.wav,49,1,0.08695196360349655,0.9100888967514038,0.0029591023921966553
114-1838.wav,50,1,0.12109409272670746,0.875659704208374,0.003246202366426587
114-1838.wav,51,1,0.23714381456375122,0.7576355934143066,0.0052205901592969894
114-1838.wav,52,0,0.14346997439861298,0.8536289930343628,0.002901018364354968
114-1838.wav,53,0,0.19357796013355255,0.8008751273155212,0.005546925589442253
114-1838.wav,54,0,0.22951579093933105,0.766454815864563,0.00402936851605773
114-1838.wav,55,0,0.4457920491695404,0.5481708645820618,0.0060370974242687225
114-1838.wav,56,0,0.08725786954164505,0.910468339920044,0.0022737712133675814
114-1838.wav,57,0,0.2214152067899704,0.7742684483528137,0.004316363018006086
114-1838.wav,58,0,0.2973575294017792,0.6976073384284973,0.005035201087594032
