pig,segment_idx,true,prob_0,prob_1,prob_2
114-1838.wav,0,1,5.378125500499209e-09,1.0,8.407850110581094e-11
114-1838.wav,1,1,4.602899172923003e-10,1.0,2.339228637182611e-11
114-1838.wav,2,1,0.00021691976871807128,0.9997794032096863,3.7059257920191158e-06
114-1838.wav,3,1,6.7032264183808365e-09,1.0,5.546229031594407e-10
114-1838.wav,4,1,1.834025198377276e-07,0.9999997615814209,8.597907275031957e-09
114-1838.wav,5,1,0.0011789732379838824,0.9988202452659607,7.592819883939228e-07
114-1838.wav,6,1,0.0005834579933434725,0.9994159936904907,5.431755312201858e-07
114-1838.wav,7,1,0.2880563735961914,0.7114445567131042,0.0004990525776520371
114-1838.wav,8,1,2.9675404221052304e-05,0.9999693632125854,9.632460660213837e-07
114-1838.wav,9,1,4.833343325572059e-08,1.0,5.445245365720552e-10
114-1838.wav,10,1,3.909358838427579e-06,0.9999960660934448,2.3077924016234874e-09
114-1838.wav,11,1,1.2118097458824195e-07,0.9999998807907104,9.979198717369187e-11
114-1838.wav,12,1,0.005654263775795698,0.9943398833274841,5.8923101278196555e-06
114-1838.wav,13,1,0.0005373231833800673,0.9994620680809021,6.56083500416571e-07
114-1838.wav,14,1,2.0977133317501284e-05,0.9999790191650391,3.704644058188933e-08
114-1838.wav,15,1,0.0003103054768871516,0.9996892213821411,4.886012447968824e-07
114-1838.wav,16,1,0.07735064625740051,0.922576367855072,7.291528163477778e-05
114-1838.wav,17,1,0.4874911308288574,0.5117559432983398,0.0007529318681918085
114-1838.wav,18,1,0.11734648048877716,0.8825679421424866,8.56146143632941e-05
114-1838.wav,19,1,0.001436822465620935,0.9985621571540833,1.0775190730782924e-06
114-1838.wav,20,1,0.0011124472366645932,0.9988861680030823,1.443889232177753e-06
114-1838.wav,21,1,0.912327229976654,0.08740540593862534,0.0002673736307770014
114-1838.wav,22,1,0.7171085476875305,0.2827155292034149,0.0001759606384439394
114-1838.wav,23,1,0.9380255937576294,0.06195193529129028,2.253185630252119e-05
114-1838.wav,24,1,0.8399073481559753,0.16000981628894806,8.290840196423233e-05
114-1838.wav,25,1,0.04220122471451759,0.9577872157096863,1.1579507372516673e-05
114-1838.wav,26,1,2.749695886450354e-05,0.9999724626541138,9.175985127285458e-08
114-1838.wav,27,1,0.00022775070101488382,0.9996172189712524,0.0001550487504573539
114-1838.wav,28,1,2.593802855699323e-05,0.9999740123748779,1.6547266667998883e-08
114-1838.wav,29,1,0.003879338502883911,0.9961180686950684,2.5617421215429204e-06
114-1838.wav,30,1,0.7925273776054382,0.2070111334323883,0.00046155659947544336
114-1838.wav,31,1,0.0012156323064118624,0.9987816214561462,2.701899575185962e-06
114-1838.wav,32,1,0.1379147619009018,0.8619787096977234,0.00010648452007444575
114-1838.wav,33,1,0.4579382836818695,0.541982889175415,7.884974911576137e-05
114-1838.wav,34,1,0.0013402276672422886,0.9986591339111328,6.017215810061316e-07
114-1838.wav,35,1,0.0016006954247131944,0.9983969330787659,2.408862656011479e-06
114-1838.wav,36,1,0.0006654170574620366,0.9993271827697754,7.378584996331483e-06
114-1838.wav,37,1,4.015420813630044e-07,0.9999994039535522,1.981595829647631e-07
114-1838.wav,38,1,1.8259315766044892e-05,0.999980092048645,1.6072053767857142e-06
114-1838.wav,39,1,0.3108968734741211,0.6890657544136047,3.734178972081281e-05
114-1838.wav,40,1,0.04574679955840111,0.9542019963264465,5.11823091073893e-05
114-1838.wav,41,1,0.006084380205720663,0.9939126372337341,2.9133339012332726e-06
114-1838.wav,42,1,2.650418900884688e-05,0.9999735355377197,1.8506891574787687e-09
114-1838.wav,43,1,0.18398509919643402,0.8156020045280457,0.00041287901694886386
114-1838.wav,44,1,0.05160347744822502,0.9482443928718567,0.00015206971147563308
114-1838.wav,45,1,0.08593403548002243,0.9138417840003967,0.00022413191618397832
114-1838.wav,46,1,0.23972761631011963,0.760027289390564,0.0002450984320603311
114-1838.wav,47,1,0.0044249966740608215,0.9955669045448303,8.065278962021694e-06
114-1838.wav,48,1,0.0005634065018966794,0.9994351267814636,1.4645811461377889e-06
114-1838.wav,49,1,0.03522113338112831,0.9646841883659363,9.469686483498663e-05
114-1838.wav,50,1,0.03228037804365158,0.967702329158783,1.7314670913037844e-05
114-1838.wav,51,1,0.8277968168258667,0.17195656895637512,0.000246644951403141
114-1838.wav,52,0,0.9888278245925903,0.011054819449782372,0.0001174435528810136
114-1838.wav,53,0,0.999570906162262,0.0004244826559443027,4.676250227930723e-06
114-1838.wav,54,0,0.9991951584815979,0.0007971232407726347,7.750997610855848e-06
114-1838.wav,55,0,0.9996029734611511,0.00039387724245898426,3.209824399164063e-06
114-1838.wav,56,0,0.6249973177909851,0.3747621178627014,0.00024060736177489161
114-1838.wav,57,0,0.7662140727043152,0.23356831073760986,0.00021767453290522099
114-1838.wav,58,0,0.532791018486023,0.4669443666934967,0.00026468862779438496
114-1840.wav,59,1,0.00040598330087959766,0.9995669722557068,2.700842742342502e-05
114-1840.wav,60,1,0.0033248881809413433,0.9961152076721191,0.0005598418065346777
114-1840.wav,61,1,0.2547074854373932,0.6536691188812256,0.09162340313196182
114-1840.wav,62,1,0.00927976705133915,0.9891830682754517,0.0015371815534308553
114-1840.wav,63,1,0.001273617846891284,0.9986598491668701,6.654945173067972e-05
114-1840.wav,64,1,0.0005885104765184224,0.9993699193000793,4.159629315836355e-05
114-1840.wav,65,1,0.012885097414255142,0.9836693406105042,0.0034455859567970037
114-1840.wav,66,1,0.07793037593364716,0.8905268311500549,0.0315428301692009
114-1840.wav,67,1,0.013309157453477383,0.9860092997550964,0.0006816055392846465
114-1840.wav,68,1,0.10422525554895401,0.8914994597434998,0.004275234416127205
114-1840.wav,69,1,0.007495563477277756,0.9918339252471924,0.0006705329287797213
114-1840.wav,70,1,0.02091551199555397,0.9768402576446533,0.0022442417684942484
114-1840.wav,71,1,0.008892464451491833,0.9896709322929382,0.0014366506366059184
114-1840.wav,72,1,0.022306766360998154,0.9727829694747925,0.0049103000201284885
114-1840.wav,73,1,0.038017868995666504,0.9537100195884705,0.008272110484540462
114-1840.wav,74,1,0.08183485269546509,0.9112701416015625,0.006894997321069241
114-1840.wav,75,1,0.09071826189756393,0.9022047519683838,0.007076979149132967
114-1840.wav,76,1,0.09985924512147903,0.8921007513999939,0.008039982058107853
114-1840.wav,77,1,0.00432908721268177,0.9954081177711487,0.0002628094225656241
114-1840.wav,78,1,0.015300299040973186,0.9836921691894531,0.0010076023172587156
114-1840.wav,79,1,0.11679093539714813,0.8648841381072998,0.018324969336390495
114-1840.wav,80,1,0.005282656289637089,0.9943497776985168,0.00036753082531504333
114-1840.wav,81,1,0.005723022855818272,0.993787944316864,0.0004889941774308681
114-1840.wav,82,1,0.005945796146988869,0.9934821724891663,0.0005720051121897995
114-1840.wav,83,1,0.05644559860229492,0.9398272037506104,0.0037271922919899225
114-1840.wav,84,1,0.3277834355831146,0.6488757133483887,0.023340819403529167
114-1840.wav,85,1,0.11287227272987366,0.8777086138725281,0.009419110603630543
114-1840.wav,86,1,0.3821377158164978,0.6090877652168274,0.008774539455771446
114-1840.wav,87,1,0.7849509119987488,0.19248518347740173,0.022563904523849487
114-1840.wav,88,1,0.8086408376693726,0.16680920124053955,0.024549977853894234
114-1840.wav,89,1,0.6011874079704285,0.37711384892463684,0.0216987207531929
114-1840.wav,90,1,0.43437957763671875,0.5321120619773865,0.033508360385894775
114-1840.wav,91,1,0.8169105648994446,0.16408231854438782,0.01900704763829708
114-1840.wav,92,1,0.8974831700325012,0.09590867161750793,0.00660812109708786
114-1840.wav,93,1,0.7861884832382202,0.20120802521705627,0.012603522278368473
114-1840.wav,94,1,0.002809409284964204,0.9971768856048584,1.3751416190643795e-05
114-1840.wav,95,1,0.0009523137705400586,0.9990324974060059,1.5182235074462369e-05
114-1840.wav,96,1,0.00013264661538414657,0.9998666048049927,7.177023348958755e-07
114-1840.wav,97,1,0.0006065760971978307,0.9993860721588135,7.334070687647909e-06
114-1840.wav,98,1,0.000706089660525322,0.9992863535881042,7.601410288771149e-06
114-1840.wav,99,1,0.01617663912475109,0.9834874272346497,0.0003359363763593137
